98765,24363,90113,28181,11823,61008
32845,36717,97858,43279,88852,34645
98769,62423,43588,61845,37322,23074
98770,25709,30821,33337,16512,90595
66006,83167,57848,14466,7275,96345
98776,1237,20234,98929,31998,89003
87461,28300,22365,25486,19918,30708
66020,81531,3685,51300,27208,31787
98793,99483,43320,62233,33772,40091
98797,57258,92675,32650,99115,82701
98798,8235,73713,33273,21374,24563
33264,47785,76901,55778,55598,38803
66033,9132,33430,46902,43139,28639
66036,64199,15817,59435,30207,36242
98806,23005,71211,78986,5168,26400
66042,68852,17946,14256,6027,82104
98813,78730,75405,33389,68988,89175
66050,14906,13548,3816,29492,59645
33284,47324,10962,88707,2544,20855
33285,87249,1175,45725,21570,84419
66056,4713,92230,80302,75002,89270
98825,16145,32372,71324,83661,85915
33290,31220,43562,44273,45536,94968
98827,88741,356,95007,65531,95235
33295,51171,43571,85669,61929,93527
66068,99187,72304,8757,94566,26154
98844,63184,82076,25493,58902,7654
98845,70887,31316,53636,23299,58893
98846,24291,61465,21368,60143,90173
66080,59901,15088,13539,83428,68946
98849,10650,30612,16973,53620,84672
43782,5882,23037,99492,90945,27960
66087,25866,50762,66626,86263,58081
98856,42727,66714,10245,76471,77890
81853,24009,60101,83431,95846,26931
98858,58312,37617,3095,26165,59955
33323,61215,90422,48658,75473,24006
66096,79100,39671,59958,2740,93067
98869,25884,73365,95032,90777,43065
98870,87742,6894,6673,85629,95157
33337,97489,15777,18173,52064,95367
76398,23628,93653,50640,72905,95936
33347,8260,91727,70594,44314,94639
33348,26923,15558,30989,9810,68165
98886,51270,52615,25874,39385,47972
33351,85863,75690,20254,82064,90191
33353,23059,43137,21786,70021,2043
33359,73566,71968,56368,3683,80808
66128,8308,15797,7603,12799,32222
71096,98187,25252,23375,31454,11214
66140,88993,77721,23344,38682,68794
98909,54904,29278,57337,77507,69121
98910,78480,91831,41872,30201,34635
98912,16211,93722,35283,25338,75901
33377,90538,33502,11999,3914,20217
21947,64170,28819,62978,48638,64325
98917,4135,65410,2963,25109,5332
66150,47827,25487,33354,99876,29848
98919,19222,86372,65141,830,48161
66152,39480,84111,15523,31255,34160
98923,51869,31818,68303,70772,89842
66161,97225,57984,97034,68580,97135
66163,996,9202,86461,42114,72149
82025,74677,71585,62371,22426,22164
98936,49335,25942,18457,65465,70747
98938,80946,86487,59278,70113,36424
66174,49902,44945,370,17889,16212
66175,80812,16036,67685,88320,78213
66178,33086,19174,80375,91369,74931
98959,24512,83359,57210,1090,96481
33426,50478,51903,25564,23576,32392
98969,77656,35956,71204,50084,3194
98971,36711,7197,29920,56058,68651
66204,67840,7925,84046,69527,10728
66205,28051,96425,44790,4198,36
66206,96101,38942,7059,19422,36865
98416,38375,61630,39489,23428,78795
33448,22220,70221,55936,27362,25657
60188,79082,45429,13010,96443,66365
98986,61591,83603,45968,37278,25825
66220,53552,59764,25857,50367,52921
98989,24741,48306,69837,43636,77081
66222,49396,92147,20685,45300,26582
98991,79247,72570,46169,8940,63874
98994,42619,17640,94157,29046,92796
98996,239,64783,50076,20937,8305
33461,67740,88393,94626,14175,92070
99004,74203,1487,57356,79339,79942
99010,60433,79850,72243,42653,9431
66246,11737,14914,88354,59781,34667
66250,48333,4128,40854,72012,18779
99020,53706,17864,76742,59107,87892
99025,70787,22516,55361,48463,53046
99027,26483,93100,74325,85871,74523
66262,58292,15290,70675,86568,71041
33497,15447,47917,12911,76048,83056
66267,44879,93048,33037,52566,8014
43813,20723,74015,78690,83159,75361
99043,74812,74150,78289,82611,58664
33511,69367,46292,75456,99851,72248
69857,18160,5949,73632,78655,75935
33521,59552,40894,65206,23923,38605
66291,95729,58334,60708,14623,55403
66294,57295,33233,93684,33274,43048
99063,73887,86964,87420,9001,65295
66296,13296,54128,46822,98297,30661
33536,83614,83610,91086,58932,77438
66306,60368,74384,94912,12862,16033
99083,42780,20470,75769,7284,27042
66316,3381,10778,28156,95793,55279
66318,49762,44705,99123,16980,72933
33554,29011,8071,49256,40935,15023
99092,52964,96789,41132,78220,97301
33563,91895,62888,63780,91925,51062
66333,50623,92117,76328,28572,42991
33567,45636,53086,70872,27954,52982
66337,91520,67818,12376,27761,40122
66340,5134,78636,11270,73423,52221
99109,11131,24690,1419,1536,17839
33576,83078,50825,74113,72007,58878
77497,43380,86365,81997,23387,83372
33578,11339,39363,26812,6635,34139
33580,41213,99292,62443,44776,12811
66353,99322,26798,282,72523,79063
33591,36332,84484,67785,72528,68803
99135,39513,3243,17854,81487,17928
66370,34988,64651,60172,49034,33646
98443,56982,32239,99997,33072,12665
33604,36460,22559,23526,37812,3325
99145,2007,69749,85879,99165,68338
66382,31793,9314,21410,28516,87526
33616,40515,43513,78853,5996,32283
33622,58606,1395,83860,42829,60138
99163,53397,49032,55221,73122,12263
99164,54433,89061,78064,44403,68151
66397,90482,15672,31174,92021,44186
99170,96379,36478,21102,71622,26882
99171,60981,32240,68764,27220,13182
33637,10272,44516,75834,50086,18307
99176,36978,94497,12368,37748,446
66416,6234,79489,27500,67105,57002
32915,23781,49253,44245,54176,97464
99189,43390,64731,75963,42907,12510
99190,81009,90388,89221,56486,20021
99192,99151,66826,46047,72219,15606
66426,74142,17341,42783,43689,92899
99198,99111,59378,47446,77121,3474
99199,98532,59351,37106,28370,19411
66432,19400,46988,48240,99497,13064
99203,3830,8745,2904,49200,35477
66436,54311,39006,18867,33979,92168
33669,13264,16438,81676,22552,41590
66438,24569,29154,41692,31285,68446
66439,78497,57240,54969,28694,54587
99209,38799,16258,45277,19258,7223
98455,79442,74125,21293,87863,72862
33677,28563,95647,98785,15318,28859
66448,87151,54915,49245,29093,82644
99218,23770,97733,62561,52997,49772
66453,65417,16457,92512,10789,89653
99223,73042,47762,48346,76056,22214
27461,24634,92296,9842,60628,32641
99234,64367,98541,52801,80882,81788
22001,15944,2854,4819,30784,25875
33704,53097,20930,67910,69418,68124
33706,59664,76847,79868,16682,97501
99243,58511,72091,4773,1630,2506
66477,4405,2598,54228,15544,85274
66481,7077,30894,13705,74670,27277
99250,51144,73443,62865,81460,35309
99252,76125,89682,31240,52907,50609
33726,31189,89326,11432,91961,99769
33728,44908,46252,2999,2793,33275
99267,15744,43616,84494,58424,2351
99273,78835,41516,43219,90738,75856
33738,40620,91367,4938,84950,16655
99283,75016,61346,26745,71209,72764
99284,97261,30596,26757,69532,76159
99287,70248,74176,3033,28280,41655
99288,51121,64950,78697,23988,1392
32932,65653,55877,92985,30508,22397
33754,61359,395,90038,1823,46230
66532,57858,87404,64758,20645,96820
98470,56818,35587,4839,30766,98906
66534,1363,69788,52507,99296,83852
99306,84701,25420,31772,20163,66220
66540,70420,17002,58596,21263,85550
32936,74415,30931,25455,951,76280
99315,58235,48754,10953,39996,8631
33787,93659,80538,90117,3007,85887
33788,28649,73824,70596,77054,87971
66565,35612,22829,67430,47461,96643
49135,64849,41887,35197,98743,12400
66568,84576,59616,5890,72106,19958
99337,76010,90967,92173,37784,50856
33804,76007,16008,42068,31047,10401
33805,35537,87564,92501,82510,32744
99344,4116,8494,81890,29369,60988
33812,60479,75393,20471,70009,17230
33813,74244,49520,62088,10782,58163
66586,780,33819,47267,91123,99621
66588,30130,30352,14164,62708,94665
99362,52032,36041,8670,4151,62770
99363,75992,58862,89088,48364,83006
66597,32126,44256,27889,73671,86618
66598,84897,42665,68176,56021,73474
76636,94965,66736,61583,76367,53985
33834,99749,61450,46771,23323,41241
66604,32381,51167,34329,91171,13202
99377,82236,96491,11693,64043,4460
99379,7183,57968,69449,7419,4674
99380,33476,89766,43563,75297,6981
33848,79224,97327,65661,54004,37612
99385,65431,43739,37238,25686,74348
33850,39851,66986,37692,46430,81643
66619,30027,93232,30921,99316,87290
66622,81023,23721,77363,74539,87331
99394,45617,29556,56745,55660,75823
99402,80328,605,96906,17959,54646
66638,58031,50316,39494,69910,71218
99412,97698,37171,29282,10884,67392
99413,82782,47155,41656,4443,5027
66647,4419,59969,36500,47131,67966
99416,40059,96618,45502,2247,12228
33881,78424,98015,19471,84168,45397
33883,77878,95896,3895,69969,22327
33884,56959,85381,62460,7132,89495
99421,57120,68848,73977,91362,92816
33886,52251,10606,2686,23968,24776
33889,84205,90341,87539,74987,93755
66660,93696,79642,59869,13128,53951
99431,80943,20539,6664,38462,82629
99436,99657,57513,97405,77622,34091
99438,39800,9977,12128,40441,92898
99439,80215,86078,35049,56827,19998
27496,92193,15356,18520,61138,23472
33907,8854,10520,52345,3870,60034
33911,54684,86221,3092,98056,66992
33912,83744,35671,5614,64480,82295
66685,7245,21214,11712,17260,28026
33918,69929,91540,21915,84465,70750
33919,51806,17902,34122,85842,52289
66693,56768,20829,39167,75413,30111
33926,28537,48607,71754,64203,18834
99465,22043,25228,33426,8191,68958
99468,61159,64150,20876,18399,50242
66701,28018,13803,68776,82657,34397
66702,75745,16507,17281,62738,33177
33937,40724,73281,72810,57373,66173
99476,82463,54641,19811,79134,59829
66709,92304,56859,97530,56143,34230
33943,16604,51542,81374,7379,25853
99486,43135,53760,75549,83450,51810
87579,78471,86003,14985,76203,37579
66724,87030,93079,55544,27726,82846
66725,72276,70396,32406,98090,2341
76657,67800,75412,22531,81938,23694
33961,36157,98675,33411,4557,36626
66730,55216,35829,14280,17298,91291
82119,70045,8069,71920,14049,45161
33970,89669,63389,48559,67002,113
66739,58669,43464,36267,1458,99645
99514,81161,42868,17017,58301,76354
66747,42777,81993,71906,30551,16388
66749,45962,46885,57945,60633,15661
33982,10439,90461,37500,56122,63343
99519,12137,13598,5685,80728,65669
66758,87909,67631,91983,51955,43475
33994,14995,34345,99500,70215,32946
66765,70730,13065,32595,59465,60475
66766,1446,80067,36285,56103,5265
32973,94812,90855,55150,19304,2807
66770,49668,74277,25554,36202,24587
66771,76721,57622,59520,57199,8053
99542,83469,25636,54615,61026,69467
66775,73933,24719,34939,86466,72504
16591,75261,62282,41786,54327,57024
71804,98692,37963,3804,62799,80120
99549,88184,28865,44804,48719,76365
99551,71460,45516,57387,28458,36556
34016,92800,15537,78238,59889,14760
66785,56443,78674,95640,60749,31648
99558,98718,69260,5884,58826,86884
34023,93726,2866,31636,68311,54080
99568,72710,21855,52050,68641,64479
22056,33907,94950,23741,14162,95453
66803,45246,5408,11514,88248,29846
99579,36408,57536,40024,1614,831
99583,21849,65890,80622,26490,31356
99585,94044,33416,94231,80935,12222
99592,38022,92067,65846,98799,68773
34059,28512,65175,32923,16851,42704
99599,25442,90814,39873,25180,73342
99600,77670,62105,35361,32324,72753
66833,8321,61524,8024,94970,4544
99603,75862,23851,55675,84840,25986
34076,93206,67398,88984,27738,71774
34077,58889,78391,23843,19342,9970
99616,27271,1959,1448,13222,27560
66854,61987,78632,53207,40330,43159
99626,47841,24033,43816,86364,81064
66861,51487,75162,91423,78266,90958
66864,39407,29762,41172,53566,18473
99633,21875,415,2367,39667,15734
66868,25763,54359,65834,59911,1838
99638,42711,26398,76148,11926,99881
34105,78029,72399,19971,95866,95632
34106,17922,44510,52730,12450,58823
99643,93902,51896,79175,2423,50299
66877,11146,15898,44136,26511,57067
34114,20460,62617,72762,80774,97352
34122,63478,71438,90647,53001,49535
34128,42714,24740,66634,20558,84892
34129,42613,57358,25281,48803,29370
34130,30294,49271,12501,5689,22266
66900,88552,5656,91340,65552,58250
66901,61843,55628,2900,66883,23340
99670,18080,98465,15568,72703,10779
34138,32899,41150,16151,55920,434
66910,95457,90468,87765,85176,61045
65765,51547,70729,20257,72038,51039
34149,19120,29851,15994,64988,95752
99690,55945,47729,35606,6741,52641
99692,66187,42974,16525,42731,63712
66925,10426,59839,78732,81552,81524
66928,17972,47524,76971,99787,45334
11156,55439,19969,21529,60008,93077
99708,896,92382,58558,75022,69272
66942,62585,61912,3195,28753,55170
34183,84392,3995,18331,44807,17027
66956,17335,21765,82369,29702,42606
34189,13620,90513,85585,30478,71408
34192,33481,96908,12292,60711,19199
34193,39104,83222,77028,55038,63092
66963,63834,82378,9710,92492,94743
66966,42432,719,54690,69300,23960
99742,87418,18104,84630,66969,85685
34207,61052,51367,99740,78028,1137
34209,25102,27937,51538,23965,90623
34211,33298,32569,55087,9085,22494
99748,28519,86238,64788,42331,90836
99749,50169,93380,59279,6522,64946
99753,26495,53383,52346,28107,33206
66986,14894,74309,22029,98328,51426
38471,78191,4892,71182,33995,96873
34220,24259,39188,68258,69583,4019
34225,63769,39640,4400,58546,7318
34228,534,89693,54984,28048,88253
34229,29917,73036,52943,35863,3986
99767,53442,37469,22188,2794,30726
65780,28971,20613,47889,96960,61013
34237,60622,75305,59786,96695,20009
67006,49447,9261,70260,59858,24068
67009,37920,66409,22335,35246,73461
99782,31441,75924,22047,2564,13786
67017,87100,18311,46375,22979,18714
33015,60596,88627,58848,36442,77215
60322,44407,85043,2157,73985,1191
34254,83679,64233,83165,54515,1435
67023,7994,73255,78318,6962,47842
93091,85534,83910,63500,46080,80516
67028,15135,60191,70748,23794,40092
67034,443,67929,3929,74481,96396
67039,76556,48078,17420,5446,45830
67040,22059,2481,87989,49407,15953
34273,40224,68285,11992,33045,46093
34275,21144,65596,61519,62548,70388
99821,83924,1547,11384,19699,61633
67054,66310,94758,26784,86309,49274
99825,18985,74063,72246,45888,78615
99828,21579,44127,21329,58090,41784
82751,8718,8004,62591,33164,28797
93097,23585,9888,58828,78079,36723
34301,83758,74311,84080,29072,17236
34304,90137,48656,22293,58585,87154
67074,76518,1518,86917,55396,47974
34313,24748,16038,18429,49241,30564
99850,27568,78226,87678,32151,54910
99851,13584,39831,10432,70338,53059
34316,4881,95100,31392,56272,69645
99853,32694,48736,70356,88832,3443
67087,45402,62778,47059,65207,28022
34322,95179,51918,63540,72153,77534
67095,23014,23435,11293,77060,91890
34328,70355,74552,2174,79029,51750
67100,58816,77986,95655,21854,53391
33029,37421,63413,20187,35799,87411
99875,87619,43712,77163,74159,91817
67110,96656,37245,59797,36778,69386
34343,84195,98155,57993,3460,78605
34345,4507,41226,29148,54248,17049
99883,27766,32469,7646,91115,92610
27570,71545,65053,19281,26488,2353
99888,63505,7502,88294,99683,31955
67121,34585,82835,81434,31735,7948
34354,46320,71097,40076,61090,38271
99891,46914,873,21485,90773,79162
67124,47725,18919,42300,80851,67953
67125,24092,92210,38582,27653,62671
34358,62310,32546,89192,94574,30524
67130,59624,40165,56536,87254,89053
67133,33698,85216,24984,77009,47452
34369,56322,69059,9139,57036,69410
67144,47177,91237,12273,95825,95573
34377,59521,69480,1473,78063,62416
67146,94376,53507,5840,30765,70680
67149,20210,9222,26559,65722,1926
34387,68119,68342,65197,64767,36804
98574,13261,78544,57843,19203,33732
99926,4746,96680,807,18191,6287
99927,18637,45724,55993,97750,2394
34394,67032,24300,72031,63750,34361
34397,78151,29695,56298,46942,86942
67166,64893,67268,97901,42293,34232
87653,9180,36776,6294,80805,31730
34404,92029,83644,27050,45911,85950
98577,68508,26602,10865,62275,55246
67176,70241,61003,13859,60562,24331
67178,88019,88172,27644,48341,18483
99947,41419,74890,67646,82804,67023
67180,68889,16032,17030,9674,28172
67182,14550,79904,78416,32016,24116
34419,56315,54093,23771,76388,64875
34422,91392,16708,33697,31830,41967
67193,68132,47300,85303,35473,1875
67195,9809,49104,74656,73257,23882
76736,5731,66814,90321,52784,12790
99976,81027,782,46582,60186,15003
99980,99949,64097,89941,26224,55611
34446,89776,92754,26850,17942,95018
34451,11329,48724,81152,28666,81211
34452,24735,79559,51259,34389,65899
99990,94575,55861,66094,39457,41431
67223,6659,84775,72250,50753,96406
67224,30408,70844,73352,34370,32248
34458,1960,4373,8012,57456,60912
22270,72092,13799,8933,24280,17695
34463,16914,80144,2475,37699,52947
34466,75741,82341,32950,88938,43607
34475,85201,47664,59141,5521,91523
10968,66601,48332,9125,65909,36218
67255,83332,24423,74971,29982,4145
34490,23947,8735,85146,91081,47027
67265,2558,17447,86336,54561,49224
34507,75136,92005,86542,70503,12169
67276,71436,71121,49791,22891,77462
67278,25498,96014,22766,61631,12502
34516,60252,97378,96535,18391,63938
34529,65529,19182,2577,81056,73753
67307,49890,23474,24714,57902,85566
34540,4382,96253,95761,46563,39306
67313,76228,67885,346,87180,50493
67319,91339,21571,10684,72517,21094
67324,96237,23944,33078,49514,51974
34565,29017,65712,62080,18372,76904
34567,12844,55339,34823,51803,2911
34569,37340,69214,39215,73254,79700
67341,73789,2450,62697,71486,46043
34574,75698,70209,85553,81697,60884
67351,47755,29787,44888,82750,9963
71300,75538,65257,46792,17197,3356
34586,91057,86751,16485,34683,67383
67359,16772,54239,14248,96959,15952
49458,75514,90218,72843,14800,80536
67374,64747,79600,30274,45484,52693
67383,66555,27454,25133,60011,71571
34622,37326,38212,62550,54991,80394
34628,58155,65569,37550,18390,90495
44001,56470,37154,42584,1791,8759
67402,1341,27351,95347,31207,41644
67404,55258,62980,89620,3866,19257
67408,75927,30004,23560,76410,47590
34641,89031,24853,34335,40017,35609
34642,63936,37953,6031,70646,32339
34656,79512,11162,15720,33944,8022
67430,57152,5377,25475,7206,50543
22162,92275,45336,95934,12252,57521
34672,85682,74968,36991,12070,40669
67442,37767,86109,49323,12971,72612
34677,77974,10997,72735,53961,25356
34679,68528,66266,14663,62151,9927
67448,21133,43825,16709,93323,87282
67453,46595,12574,56114,28206,51019
34695,47376,21257,32669,4551,76023
34697,51937,11271,4480,15539,94219
67466,51330,2374,48642,44266,89462
67469,40050,9836,9877,38063,50461
33093,37540,61607,51560,11282,90605
67488,99211,25330,20789,76227,46393
67494,68259,79034,53288,15365,20748
34727,49860,30910,31674,84344,40464
76786,895,92164,80959,66287,96353
67504,22356,79209,17960,65489,38639
67505,59339,89942,27762,4055,17785
34738,88180,81245,74375,70764,60285
67517,97360,2395,58017,8438,11640
34753,21105,30783,86533,77580,19305
67525,90351,20790,66818,90033,88915
67529,21419,21987,10397,89659,9566
67532,76792,61429,17995,747,64996
34765,29357,46373,66417,9612,49265
30618,99779,39602,98621,15809,22692
16717,10377,75880,63977,67875,47961
67538,36653,24931,66221,11363,25260
67540,79414,5257,58679,59,54958
34773,25073,43883,56913,16051,76829
34776,44159,19974,58047,18085,31864
34780,53527,65272,43118,42175,22833
67553,34487,10854,9039,29238,26436
34786,50773,58462,25611,72315,62703
67557,61221,42801,85857,71273,48862
67558,92435,64046,90570,2680,14372
67574,29217,79878,51289,21100,86173
67579,28105,88737,24323,27882,31327
34812,42788,73481,54394,72104,93466
67587,70064,58953,97773,91344,25939
34828,76771,3160,83339,88281,46905
34831,79859,3801,70530,38453,18515
34837,78094,69088,98168,55513,4392
34846,70192,26247,49022,3209,83382
67615,64488,71263,17333,38902,17234
34850,5349,6782,23870,63664,76533
67619,37745,46528,17837,50675,6550
60422,33953,36569,74155,122,34298
34859,90711,62236,2556,39652,22168
67633,62650,76178,51813,90795,80439
34872,98461,32368,64628,73401,91411
67641,5142,53838,88425,47427,59812
67644,58637,29865,88044,37108,57672
34878,6914,29909,71205,57022,48989
34880,44325,31403,70456,39376,52751
34889,79785,25055,44134,84279,5893
34896,33127,67335,253,66194,80213
30623,10661,37157,99918,22982,7168
67688,92683,71055,1758,90574,59611
87740,93306,18519,27719,82675,74643
16743,72051,3286,88594,36491,15894
60434,47265,76591,69746,44567,17476
67695,24254,34760,54819,15562,75216
34928,78679,94293,3369,38064,7637
67698,84102,38452,99678,81826,65918
67701,15012,60531,34876,62976,71903
67704,42688,94282,10882,26371,20251
34938,91988,46561,47362,3479,89523
34939,69129,23521,24882,79511,58168
67710,58607,66587,71644,58666,50944
27669,77058,96460,12750,47334,50633
34949,24084,50908,49887,87844,78629
67720,50544,53796,30593,10107,1642
34961,76765,64778,20457,32608,306
34963,71066,4841,5761,47985,95830
34968,19553,25067,84357,20374,59762
67743,89441,17828,94943,23357,29777
34978,15634,60768,18184,33811,42007
34986,49600,83854,63562,644,37430
67755,45442,85218,71391,72228,48095
34988,39612,27199,40439,94861,10584
67758,90370,85715,48802,48158,79935
34993,35619,5404,85258,21504,13999
67771,79065,41507,49717,57113,7277
35011,54121,32536,37214,5161,12613
35012,95731,85213,15398,72609,51185
67782,66078,47781,55858,63118,35608
69907,78365,18839,13012,86736,59259
67788,26267,68881,70740,74188,26672
35026,35025,9711,84967,52480,85702
35028,5834,3053,12566,43934,81247
67801,27931,45682,83427,69278,30143
35036,20827,55248,79608,85420,12692
35039,53627,58009,48538,62165,87147
35042,16334,30614,50559,90002,29794
35046,72080,46583,19895,72692,55664
35050,77796,68235,42275,75821,42890
27687,10011,5522,42873,75843,14397
67823,48871,14824,89008,62110,12042
67824,84107,51634,16239,50863,25671
67826,43517,28415,48380,74093,10724
35060,4120,9409,79533,47571,45723
35064,64614,19107,50746,28086,35147
67840,38321,78451,40700,99230,50902
67847,26958,95085,2356,73119,56121
35086,19999,44184,37309,95664,72895
67855,52510,18087,13919,26772,67412
35089,77711,87855,52771,12815,40660
67858,10494,49918,15693,48604,20097
67861,57379,45145,93692,1516,44121
35096,33651,42883,67855,92025,1898
67866,99188,70062,86528,43188,14158
35099,10660,28617,77747,32466,70547
35101,89467,10786,38829,52341,28899
67877,96409,51528,66732,84297,45120
67882,91889,73152,96745,86667,81717
35118,65351,45457,24105,81523,37907
67888,35512,8778,83143,1133,66958
65928,23396,10067,76181,83763,37789
35122,74450,58997,81191,85675,21137
67892,17981,3247,70496,8952,52490
67902,86949,33508,52785,60480,53105
67903,30278,41665,43908,78802,3409
67904,25483,41474,57442,60120,51935
35137,53326,36254,13996,93545,36160
67906,82239,44000,74079,48062,39267
49548,2759,99079,29277,4982,72706
67920,39277,91709,22988,26030,93955
67921,19708,93804,46756,8555,73388
35157,55977,42639,7852,93581,22791
67926,25022,25201,74123,8162,89194
67927,55582,1803,736,9127,41796
35165,19329,31051,67673,38207,58273
67935,76905,49160,10522,51778,20520
67941,88509,19124,53189,55305,82265
67947,32509,68002,3860,90786,94192
35180,12038,42520,9452,22431,32990
35184,33738,53063,60236,10301,85993
44095,83719,59307,97466,62849,45186
35196,32885,14090,8101,57027,70882
35199,74322,38406,87110,49473,84117
27713,307,90920,33437,82679,78137
67977,66989,32270,6108,78879,47521
67978,7954,93338,19335,23989,44261
67984,37845,58418,91861,10131,22859
67987,17926,89389,38122,95303,38023
67994,70919,7968,67603,43064,12659
35236,63197,1715,5118,12787,7959
35238,89866,24263,92237,98852,18769
68011,70732,93667,5314,40398,62803
68013,62329,29330,85206,20432,64992
68016,98829,16149,16855,16484,36619
68017,88174,85460,14557,40735,47872
